"","Name","Sport","Sex","Team","n"
"9336","Thorleif Haug (Johnsen-)","Nordic Combined","M","Norway",1
"9337","Thorleif Petersen","Gymnastics","M","Norway",1
"9338","Thorleiv Bugge Rhn","Gymnastics","M","Norway",1
"9339","Thorsten Arthur Johansen","Shooting","M","Norway",1
"9340","Thorsten Weidner","Fencing","M","Germany",1
"9341","Thrse Anne Brisson","Ice Hockey","F","Canada",1
"9342","Tia Hellebaut (Van Haver-)","Athletics","F","Belgium",1
"9343","Tian Liang","Diving","M","China",2
"9344","Tian Qing","Badminton","F","China-1",1
"9345","Tianna Madison-Bartoletta","Athletics","F","United States",3
"9346","Tibor Benedek","Water Polo","M","Hungary",3
"9347","Tibor Berczelly (Berczeller-)","Fencing","M","Hungary",3
"9348","Tibor Csernai","Football","M","Hungary",1
"9349","Tibor Cservenyk","Water Polo","M","Hungary",1
"9350","Tibor Csk","Boxing","M","Hungary",1
"9351","Tibor Pzsa","Fencing","M","Hungary",1
"9352","Tibor Tatai","Canoeing","M","Hungary",1
"9353","Tibor Weienborn","Hockey","M","Germany",1
"9354","Tiffany Lisa Cohen (-Adams, -Lalonde)","Swimming","F","United States",2
"9355","Tiffany Marie Roberts (-Sahaydak)","Football","F","United States",1
"9356","Tiffeny Carleen Milbrett","Football","F","United States",1
"9357","Tiit Sokk","Basketball","M","Soviet Union",1
"9358","Tijani Babangida","Football","M","Nigeria",1
"9359","Tim Grohmann","Rowing","M","Germany",1
"9360","Tim Wiesktter","Canoeing","M","Germany",1
"9361","Timir Alekseyevich Pinegin","Sailing","M","Tornado",1
"9362","Timo We","Hockey","M","Germany",2
"9363","Timothy ""Tim"" Baillie","Canoeing","M","Great Britain-1",1
"9364","Timothy ""Tim"" Mack","Athletics","M","United States",1
"9365","Timothy ""Tim"" Montgomery","Athletics","M","United States",1
"9366","Timothy Andrew ""Tim"" Shaw","Swimming","M","United States",1
"9367","Timothy Duane ""Tim"" Hardaway","Basketball","M","United States",1
"9368","Timothy James Carrington ""Tim"" Foster","Rowing","M","Great Britain",1
"9369","Timothy Joseph ""Tim"" Ahearne","Athletics","M","Great Britain",1
"9370","Timothy Patrick ""Tim"" Daggett","Gymnastics","M","United States",1
"9371","Timothy R. ""Tim"" Young","Baseball","M","United States",1
"9372","Timur Marselevich Safin","Fencing","M","Russia",1
"9373","Tina Alexandria Charles","Basketball","F","United States",2
"9374","Tina Bachmann","Hockey","F","Germany",1
"9375","Tina Dietze","Canoeing","F","Germany",1
"9376","Tina Marie Thompson","Basketball","F","United States",2
"9377","Tina Nielsen Bttzau (-Haunstrup)","Handball","F","Denmark",2
"9378","Tina Trstenjak","Judo","F","Slovenia",1
"9379","Tiril Kampenhaug Eckhoff","Biathlon","F","Norway",1
"9380","Tirunesh Dibaba Keneni","Athletics","F","Ethiopia",3
"9381","Tisha Lea Venturini","Football","F","United States",1
"9382","Tivadar Kanizsa","Water Polo","M","Hungary",2
"9383","Tmara Echegoyen Domnguez","Sailing","F","Spain",1
"9384","Tmea Nagy (-Varga)","Fencing","F","Hungary",2
"9385","Tobias Arlt","Luge","M","Germany",1
"9386","Tobias Arlt","Luge","M","Germany-1",1
"9387","Tobias Constantin Hauke","Hockey","M","Germany",2
"9388","Tobias Wendl","Luge","M","Germany",1
"9389","Tobias Wendl","Luge","M","Germany-1",1
"9390","Tobin Powell Heath","Football","F","United States",2
"9391","Todd Andrew Woodbridge","Tennis","M","Australia",1
"9392","Todd Jonathan Rogers","Beach Volleyball","M","United States-1",1
"9393","Todd Michael Williams","Baseball","M","United States",1
"9394","Todd Robert Pearson","Swimming","M","Australia",2
"9395","Toimi Johannes Alatalo","Cross Country Skiing","M","Finland",1
"9396","Toini Gustafsson (Karvonen-, -Rnnlund)","Cross Country Skiing","F","Sweden",2
"9397","Toivo Aarne Loukola","Athletics","M","Finland",1
"9398","Tom Burton","Sailing","M","Australia",1
"9399","Tom Eustace Burridge","Football","M","Upton Park FC",1
"9400","Tom George Longstaff","Alpinism","M","Great Britain",1
"9401","Tom Liebscher","Canoeing","M","Germany",1
"9402","Tom Sandberg","Nordic Combined","M","Norway",1
"9403","Tom Slingsby","Sailing","M","Australia",1
"9404","Toma Simionov","Canoeing","M","Romania",2
"9405","Tomasz Bogusaw Kucharski","Rowing","M","Poland",2
"9406","Tomasz Majewski","Athletics","M","Poland",2
"9407","Tomasz Wjtowicz","Volleyball","M","Poland",1
"9408","Tomasz Wylenzek","Canoeing","M","Germany",1
"9409","Tomi Jaakko Poikolainen","Archery","M","Finland",1
"9410","Tomislav Knez","Football","M","Yugoslavia",1
"9411","Tomislav Pakvalin","Water Polo","M","Yugoslavia",2
"9412","Tommaso Costantino","Fencing","M","Italy",2
"9413","Tommaso Lequio di Assaba","Equestrianism","M","Italy",1
"9414","Tommie C. Smith","Athletics","M","United States",1
"9415","Tommy Mikael Salo","Ice Hockey","M","Sweden",1
"9416","Tong Wen","Judo","F","China",1
"9417","Toni Markus Nieminen","Ski Jumping","M","Finland",2
"9418","Tonique Williams-Darling","Athletics","F","Bahamas",1
"9419","Tonje Kjrgaard (-Petersen)","Handball","F","Denmark",2
"9420","Tonje Larsen","Handball","F","Norway",1
"9421","Tonje Nstvold","Handball","F","Norway",2
"9422","Tontowi Ahmad","Badminton","M","Indonesia-1",1
"9423","Tony Estanguet","Canoeing","M","France",3
"9424","Tony Gunawan","Badminton","M","Indonesia",1
"9425","Tony McQuay","Athletics","M","United States",1
"9426","Tony Victor James Yoka","Boxing","M","France",1
"9427","Tor-Arne Hetland","Cross Country Skiing","M","Norway",1
"9428","Tor Gsta Alexander Trner","Gymnastics","M","Sweden",1
"9429","Tor Heiestad","Shooting","M","Norway",1
"9430","Tor Lund","Gymnastics","M","Norway",1
"9431","Tora Berger (-Tveldal)","Biathlon","F","Norway",2
"9432","Torah Jane Bright (-Thomson)","Snowboarding","F","Australia",1
"9433","Toralf Engan","Ski Jumping","M","Norway",1
"9434","Torben Schmidt Grael","Sailing","M","Brazil",2
"9435","Tore Anton Holm","Sailing","M","Bissbi",1
"9436","Tore Anton Holm","Sailing","M","Sif",1
"9437","Tore Berger","Canoeing","M","Norway",1
"9438","Tore Ingemar Sjstrand","Athletics","M","Sweden",1
"9439","Torger Nergrd","Curling","M","Norway",1
"9440","Torleiv Schibsted Corneliussen","Sailing","M","Taifun",1
"9441","Tormod Kre Knutsen","Nordic Combined","M","Norway",1
"9442","Torrance Watkins Fleischmann","Equestrianism","F","United States",1
"9443","Torsten Elis Ullman","Shooting","M","Sweden",1
"9444","Torsten Gustav Adolf Lindberg","Football","M","Sweden",1
"9445","Torsten May","Boxing","M","Germany",1
"9446","Torsten Oswald Magnus Holmberg","Gymnastics","M","Sweden",2
"9447","Torsten Ren Gutsche","Canoeing","M","Germany",3
"9448","Torul sgrov","Wrestling","M","Azerbaijan",1
"9449","Toshihiko Koga","Judo","M","Japan",1
"9450","Toyokazu Nomura","Judo","M","Japan",1
"9451","tpnka Hilgertov (Prokov-)","Canoeing","F","Czech Republic",2
"9452","Tracey Lee Belbin","Hockey","F","Australia",1
"9453","Tracie Lehuanani Ruiz-Conforto","Synchronized Swimming","F","United States",2
"9454","Tracy Ann Caulkins (-Stockwell)","Swimming","F","United States",3
"9455","Tranquilo Capozzo Zironda","Rowing","M","Argentina",1
"9456","Travis Neil Brooks","Hockey","M","Australia",1
"9457","Travis Sentell Dawkins","Baseball","M","United States",1
"9458","Trebisonda ""Ondina"" Valla (-De Lucchi)","Athletics","F","Italy",1
"9459","Trent Dimas","Gymnastics","M","United States",1
"9460","Trevor Ivan Coker","Rowing","M","New Zealand",1
"9461","Trevor Wayne Manning","Hockey","M","New Zealand",1
"9462","Trina Marie Jackson (-Falca)","Swimming","F","United States",1
"9463","Trine Jensen (-Skovgaard Nielsen)","Handball","F","Denmark",1
"9464","Tristan Gale (-Geisler)","Skeleton","F","United States",1
"9465","Trofim Fyodorovich Lomakin","Weightlifting","M","Soviet Union",1
"9466","Troy Elder","Hockey","M","Australia",1
"9467","Troy Lane Dalbey","Swimming","M","United States",2
"9468","Troy Richard Tanner","Volleyball","M","United States",1
"9469","Trude Jochum-Beiser","Alpine Skiing","F","Austria",2
"9470","Trygve Schjtt","Sailing","M","Mosk II",1
"9471","Tsutomu Hanahara","Wrestling","M","Japan",1
"9472","Tudor Casapu","Weightlifting","M","Unified Team",1
"9473","Tullio Bozza","Fencing","M","Italy",1
"9474","Tullio Pandolfini","Water Polo","M","Italy",1
"9475","Tuomo Sakari Ylipulli","Ski Jumping","M","Finland",1
"9476","Ture Eskil Hedman","Gymnastics","M","Sweden",1
"9477","Ture Sigvard ""Thure"" Sjstedt","Wrestling","M","Sweden",1
"9478","Tycho van Meer","Hockey","M","Netherlands",1
"9479","Tyler Tennant McGill","Swimming","M","United States",1
"9480","Tymur Borysovych Taimazov","Weightlifting","M","Ukraine",1
"9481","Tyrell Biggs","Boxing","M","United States",1
"9482","Tyson Cleotis Chandler","Basketball","M","United States",1
"9483","Uche Alozie Okechukwu","Football","M","Nigeria",1
"9484","Udham Singh Kular","Hockey","M","India",3
"9485","Udo Beyer","Athletics","M","East Germany",1
"9486","Udo Gnther Quellmalz","Judo","M","Germany",1
"9487","Udo Hempel","Cycling","M","West Germany",1
"9488","Udo Wagner","Fencing","M","Germany",1
"9489","Udomporn Polsak","Weightlifting","F","Thailand",1
"9490","Ugo Frigerio","Athletics","M","Italy",3
"9491","Ugo Locatelli","Football","M","Italy",1
"9492","Ugo Pignotti","Fencing","M","Italy",1
"9493","Ujana Semjonova","Basketball","F","Soviet Union",2
"9494","ula Meter","Volleyball","M","Serbia and Montenegro",1
"9495","Ulderico Sergo","Boxing","M","Italy",1
"9496","Ulf-Bla Timmermann","Athletics","M","East Germany",1
"9497","Ulf Artur Sundelin","Sailing","M","Sweden",1
"9498","Ulf Hkan Gran Algotsson","Ice Hockey","M","Sweden",1
"9499","Ulf Peter Jrgen Jnsson","Ice Hockey","M","Sweden",2
"9500","Ulis C. Williams","Athletics","M","United States",1
"9501","Ulise Joseph ""Pete"" Desjardins","Diving","M","United States",2
"9502","Ulla Salzgeber (Helbing-)","Equestrianism","F","Germany",2
"9503","Ulla Werbrouck","Judo","F","Belgium",1
"9504","Ullrich ""Uli"" Vos","Hockey","M","West Germany",1
"9505","Ullrich Diener","Rowing","M","East Germany",1
"9506","Ulrich ""Ulli"" Eicke","Canoeing","M","West Germany",1
"9507","Ulrich Dimitri Robeiri","Fencing","M","France",1
"9508","Ulrich Gnter Hermann ""Uli"" Kirchhoff","Equestrianism","M","Germany",2
"9509","Ulrich Karnatz","Rowing","M","East Germany",2
"9510","Ulrich Klaes","Hockey","M","West Germany",1
"9511","Ulrich Kons","Rowing","M","East Germany",1
"9512","Ulrich Papke","Canoeing","M","Germany",1
"9513","Ulrich Rainer Schreck","Fencing","M","Germany",1
"9514","Ulrich Wehling","Nordic Combined","M","East Germany",3
"9515","Ulrika Margareta Knape (-Lindberg)","Diving","F","Sweden",1
"9516","Ulrike Meyfarth (-Nasse)","Athletics","F","West Germany",2
"9517","Ulrike Richter (-Schmidt)","Swimming","F","East Germany",3
"9518","Ulrike Tauber (-Lebek)","Swimming","F","East Germany",1
"9519","Ulyana Vyacheslavovna Donskova","Rhythmic Gymnastics","F","Russia",1
"9520","Ulysses Stanley ""Stan"" Wagner","Ice Hockey","M","Canada",1
"9521","Umberto Zanolini","Gymnastics","M","Italy",1
"9522","Umyar Abdullovich Mavlikhanov","Fencing","M","Soviet Union",2
"9523","Unni Lehn","Football","F","Norway",1
"9524","ura ""urica"" Bjedov","Swimming","F","Yugoslavia",1
"9525","Urho Johannes Karhumki","Art Competitions","M","Finland",1
"9526","Urka olnir","Judo","F","Slovenia",1
"9527","Uro Marovi","Water Polo","M","Yugoslavia",1
"9528","Urpo Pentti Korhonen","Cross Country Skiing","M","Finland",1
"9529","Ursula ""Uschi"" Disl","Biathlon","F","Germany",2
"9530","Ursula Happe (Krey-)","Swimming","F","Germany",1
"9531","Usain St. Leo Bolt","Athletics","M","Jamaica",8
"9532","Ute Geweniger (-Strauss)","Swimming","F","East Germany",2
"9533","Ute Kircheis-Wessel","Fencing","F","West Germany",1
"9534","Ute Schell-Wagner-Stange","Rowing","F","East Germany",1
"9535","Ute Steindorf","Rowing","F","East Germany",1
"9536","Ute Wild (-Ntzel)","Rowing","F","East Germany",1
"9537","Uwe-Jens Mey","Speed Skating","M","East Germany",1
"9538","Uwe-Jens Mey","Speed Skating","M","Germany",1
"9539","Uwe Ampler","Cycling","M","East Germany",1
"9540","Uwe Benter","Rowing","M","West Germany",1
"9541","Uwe Daler","Swimming","M","East Germany",1
"9542","Uwe Dhring","Rowing","M","East Germany",1
"9543","Uwe Gerhard Proske","Fencing","M","Germany",1
"9544","Uwe Heppner","Rowing","M","East Germany",1
"9545","Uwe Peschel","Cycling","M","Germany",1
"9546","Uwe Potteck","Shooting","M","East Germany",1
"9547","Uwe Sauer","Equestrianism","M","West Germany",1
"9548","V'iacheslav Mykolaiovych Oliynyk","Wrestling","M","Ukraine",1
"9549","va Dnusz","Canoeing","F","Hungary",1
"9550","va Grard-Novk","Swimming","F","Hungary",1
"9551","va Risztov","Swimming","F","Hungary",1
"9552","va Szkely (-Gyarmati)","Swimming","F","Hungary",1
"9553","Vadim Gennadyevich Makhnyov","Canoeing","M","Belarus",1
"9554","Vadim Iosifovich Bogiyev","Wrestling","M","Russia",1
"9555","Vadim Vladimirovich Gulyayev","Water Polo","M","Soviet Union",1
"9556","Vadym Markovych Huttsait","Fencing","M","Unified Team",1
"9557","Vakht'ang Blagidze","Wrestling","M","Soviet Union",1
"9558","Valdemaras Chomiius","Basketball","M","Soviet Union",1
"9559","Valent Sinkovi","Rowing","M","Croatia",1
"9560","Valentin Dimitrov Yordanov","Wrestling","M","Bulgaria",1
"9561","Valentin Ivanovich Muratov","Gymnastics","M","Soviet Union",4
"9562","Valentin Kozmich Ivanov","Football","M","Soviet Union",1
"9563","Valentin Raychev","Wrestling","M","Bulgaria",1
"9564","Valentin Vasilyevich Boreyko","Rowing","M","Soviet Union",1
"9565","Valentin Vladimirovich Nikolayev","Wrestling","M","Soviet Union",1
"9566","Valentin Yegorovich Kuzin","Ice Hockey","M","Soviet Union",1
"9567","Valentina Aleksandrovna Prudskova","Fencing","F","Soviet Union",1
"9568","Valentina Alekseyevna Kamenyok-Vinogradova","Volleyball","F","Soviet Union",1
"9569","Valentina Gennadyevna Nikonova","Fencing","F","Soviet Union",1
"9570","Valentina Mikhaylovna Yegorova (Vasilyeva-)","Athletics","F","Unified Team",1
"9571","Valentina Vasilyevna Sidorova (Burochkina-)","Fencing","F","Soviet Union",1
"9572","Valentina Vitalyevna Ogiyenko","Volleyball","F","Soviet Union",1
"9573","Valentino Gasparella","Cycling","M","Italy",1
"9574","Valentyn Hryhorovych Mankin","Sailing","M","Soviet Union",3
"9575","Valentyna Ivanivna Lutaieva (Berzina-)","Handball","F","Soviet Union",1
"9576","Valentyna Ksenofontivna Rastvorova (-Hrishyna)","Fencing","F","Soviet Union",1
"9577","Valentyna Oleksandrivna ""Valj"" Semerenko","Biathlon","F","Ukraine",1
"9578","Valeri Belenki","Gymnastics","M","Unified Team",1
"9579","Valeria Roca-Rcil (-van Grningen)","Rowing","F","Romania",1
"9580","Valerian Sergeyevich Sokolov","Boxing","M","Soviet Union",1
"9581","Valerie Ann Brisco-Hooks","Athletics","F","United States",3
"9582","Valerie Kasanita Adams-Vili (-Price)","Athletics","F","New Zealand",2
"9583","Valerio Aspromonte","Fencing","M","Italy",1
"9584","Valerio Perentin","Rowing","M","Italy",1
"9585","Valeriu ""Valer"" Toma","Rowing","M","Romania",1
"9586","Valeriy Hryhorovych Hoborov","Basketball","M","Soviet Union",1
"9587","Valeriy Ivanovych Movchan","Cycling","M","Soviet Union",1
"9588","Valeriy Mykhailovych Kryvov","Volleyball","M","Soviet Union",1
"9589","Valeriy Pylypovych Borzov","Athletics","M","Soviet Union",2
"9590","Valeriy Viktorovich Borchin","Athletics","M","Russia",1
"9591","Valeriy Volodymyrovych Honcharov","Gymnastics","M","Ukraine",1
"9592","Valery Alekseyevich Kalachikhin","Volleyball","M","Soviet Union",1
"9593","Valery Alekseyevich Medvedtsev","Biathlon","M","Soviet Union",1
"9594","Valery Alekseyevich Tikhonenko","Basketball","M","Soviet Union",1
"9595","Valery Andreyevich Chaplygin","Cycling","M","Soviet Union",1
"9596","Valery Antonovich Didenko","Canoeing","M","Soviet Union",1
"9597","Valery Borisovich Kharlamov","Ice Hockey","M","Soviet Union",2
"9598","Valery Dmitriyevich Gassy","Handball","M","Soviet Union",1
"9599","Valery Grigoryevich Rezantsev","Wrestling","M","Soviet Union",2
"9600","Valery Ivanovich Kravchenko","Volleyball","M","Soviet Union",1
"9601","Valery Ivanovich Vasilyev","Ice Hockey","M","Soviet Union",2
"9602","Valery Nikolayevich Brumel","Athletics","M","Soviet Union",1
"9603","Valery Nikolayevich Likhachov","Cycling","M","Soviet Union",1
"9604","Valery Nikolayevich Yardy","Cycling","M","Soviet Union",1
"9605","Valery Pavlovich Gopin","Handball","M","Soviet Union",1
"9606","Valery Pavlovich Gopin","Handball","M","Unified Team",1
"9607","Valery Petrovich Shary","Weightlifting","M","Soviet Union",1
"9608","Valery Viktorovich Kamensky","Ice Hockey","M","Soviet Union",1
"9609","Valery Viktorovich Lyukin","Gymnastics","M","Soviet Union",2
"9610","Valery Vladimirovich Popenchenko","Boxing","M","Soviet Union",1
"9611","Valery Yakovlevich Volkov","Equestrianism","M","Soviet Union",1
"9612","Valeska ""Valeskinha"" dos Santos Menezes","Volleyball","F","Brazil",1
"9613","Valner Frankovi","Handball","M","Croatia",1
"9614","Valria Gyenge (-Garai)","Swimming","F","Hungary",1
"9615","Valrie Gisele Angele Barlois-Mevel-Leroux","Fencing","F","France",1
"9616","Valter Matoevi","Handball","M","Croatia",2
"9617","Van Ranst","Equestrianism","M","Belgium",1
"9618","Vane Hungerford Pennell","Racquets","M","Great Britain-1",1
"9619","Vanja Hedvig Desideria Blomberg (-Webjrn)","Gymnastics","F","Sweden",1
"9620","Vanya Atanasova Gesheva (-Tsvetkova)","Canoeing","F","Bulgaria",1
"9621","Varteres Varteresovich Samurgashev","Wrestling","M","Russia",1
"9622","Vasa Miji","Volleyball","M","Serbia and Montenegro",1
"9623","Vasile Andrei","Wrestling","M","Romania",1
"9624","Vasile Dba","Canoeing","M","Romania",1
"9625","Vasile Pucau","Wrestling","M","Romania",1
"9626","Vasilijus Matuevas","Volleyball","M","Soviet Union",1
"9627","Vasily Aleksandrovich Kudinov","Handball","M","Russia",1
"9628","Vasily Aleksandrovich Kudinov","Handball","M","Unified Team",1
"9629","Vasily Alekseyevich Pervukhin","Ice Hockey","M","Soviet Union",1
"9630","Vasily Fyodorovich Borisov","Shooting","M","Soviet Union",1
